Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1972","1972","Head","85865008","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1972","1972","hg/An","719","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1972","1972","tonnes","6176600","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1973","1973","Head","77890000","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1973","1973","hg/An","743","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1973","1973","tonnes","5783726","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1974","1974","Head","83083008","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1974","1974","hg/An","754","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1974","1974","tonnes","6261810","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1975","1975","Head","69880000","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1975","1975","hg/An","747","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1975","1975","tonnes","5217646","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1976","1976","Head","74965008","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1976","1976","hg/An","751","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1976","1976","tonnes","5631350","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1977","1977","Head","78447008","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1977","1977","hg/An","766","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1977","1977","tonnes","6008740","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1978","1978","Head","78401008","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1978","1978","hg/An","775","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1978","1978","tonnes","6074960","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1979","1979","Head","90169008","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1979","1979","hg/An","777","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1979","1979","tonnes","7008000","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1980","1980","Head","97174000","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1980","1980","hg/An","776","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1980","1980","tonnes","7536440","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1981","1981","Head","92470000","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1981","1981","hg/An","779","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1981","1981","tonnes","7200740","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1982","1982","Head","82845008","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1982","1982","hg/An","779","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1982","1982","tonnes","6454160","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1983","1983","Head","88101008","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1983","1983","hg/An","783","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1983","1983","tonnes","6895500","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1984","1984","Head","85641008","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1984","1984","hg/An","785","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1984","1984","tonnes","6718600","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1985","1985","Head","84938000","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1985","1985","hg/An","791","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1985","1985","tonnes","6715400","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1986","1986","Head","79956208","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1986","1986","hg/An","798","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1986","1986","tonnes","6379000","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1987","1987","Head","81422000","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1987","1987","hg/An","801","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1987","1987","tonnes","6520000","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1988","1988","Head","88136000","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1988","1988","hg/An","807","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1988","1988","tonnes","7114000","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1989","1989","Head","89007008","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1989","1989","hg/An","806","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1989","1989","tonnes","7172000","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1990","1990","Head","85431504","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1990","1990","hg/An","815","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1990","1990","tonnes","6964000","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1991","1991","Head","88445100","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1991","1991","hg/An","821","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1991","1991","tonnes","7257487","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1992","1992","Head","95156700","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1992","1992","hg/An","821","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1992","1992","tonnes","7816767","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1993","1993","Head","93296300","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1993","1993","hg/An","831","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1993","1993","tonnes","7750542","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1994","1994","Head","95904600","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1994","1994","hg/An","837","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1994","1994","tonnes","8027234","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1995","1995","Head","96535500","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1995","1995","hg/An","839","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1995","1995","tonnes","8095726","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1996","1996","Head","92569400","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1996","1996","hg/An","839","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1996","1996","tonnes","7763696","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1997","1997","Head","92125400","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1997","1997","hg/An","851","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1997","1997","tonnes","7835818","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1998","1998","Head","101194300","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1998","1998","hg/An","852","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1998","1998","tonnes","8623255","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","1999","1999","Head","101694200","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","1999","1999","hg/An","861","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","1999","1999","tonnes","8757065","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2000","2000","Head","98105900","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2000","2000","hg/An","876","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2000","2000","tonnes","8596946","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2001","2001","Head","98081900","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2001","2001","hg/An","886","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2001","2001","tonnes","8691294","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2002","2002","Head","100377600","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2002","2002","hg/An","890","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2002","2002","tonnes","8928976","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2003","2003","Head","101042700","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2003","2003","hg/An","896","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2003","2003","tonnes","9056890","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2004","2004","Head","103573400","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2004","2004","hg/An","899","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2004","2004","tonnes","9312716","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2005","2005","Head","103690100","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2005","2005","hg/An","906","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2005","2005","tonnes","9391823","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2006","2006","Head","104842300","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2006","2006","hg/An","912","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2006","2006","tonnes","9558699","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2007","2007","Head","109277500","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2007","2007","hg/An","912","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2007","2007","tonnes","9961898","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2008","2008","Head","116558400","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2008","2008","hg/An","909","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2008","2008","tonnes","10598969","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2009","2009","Head","113732300","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2009","2009","hg/An","918","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2009","2009","tonnes","10441709","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2010","2010","Head","110367000","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2010","2010","hg/An","923","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2010","2010","tonnes","10185656","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2011","2011","Head","110956300","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2011","2011","hg/An","931","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2011","2011","tonnes","10330715","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2012","2012","Head","113246600","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2012","2012","hg/An","932","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2012","2012","tonnes","10554200","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2013","2013","Head","112160500","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2013","2013","hg/An","938","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2013","2013","tonnes","10524535","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2014","2014","Head","106957700","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2014","2014","hg/An","969","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2014","2014","tonnes","10368227","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2015","2015","Head","115512200","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2015","2015","hg/An","963","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2015","2015","tonnes","11120748","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2016","2016","Head","118303900","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2016","2016","hg/An","957","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2016","2016","tonnes","11320182","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2017","2017","Head","121390200","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2017","2017","hg/An","957","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2017","2017","tonnes","11610981","","Official data",""
"QL","Livestock Primary","231","United States of America","5320","Producing Animals/Slaughtered","1035","Meat, pig","2018","2018","Head","124512300","","Official data",""
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1035","Meat, pig","2018","2018","hg/An","959","Fc","Calculated data",""
"QL","Livestock Primary","231","United States of America","5510","Production","1035","Meat, pig","2018","2018","tonnes","11942965","","Official data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1961","1961","Head","112050743","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1961","1961","hg/An","839","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1961","1961","tonnes","9396356","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1962","1962","Head","116576765","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1962","1962","hg/An","826","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1962","1962","tonnes","9633550","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1963","1963","Head","113661020","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1963","1963","hg/An","836","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1963","1963","tonnes","9506446","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1964","1964","Head","119033300","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1964","1964","hg/An","842","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1964","1964","tonnes","10026320","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1965","1965","Head","130035914","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1965","1965","hg/An","829","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1965","1965","tonnes","10775292","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1966","1966","Head","130600380","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1966","1966","hg/An","828","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1966","1966","tonnes","10814647","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1967","1967","Head","134645430","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1967","1967","hg/An","826","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1967","1967","tonnes","11119003","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1968","1968","Head","141991628","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1968","1968","hg/An","827","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1968","1968","tonnes","11747664","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1969","1969","Head","141590791","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1969","1969","hg/An","823","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1969","1969","tonnes","11646586","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1970","1970","Head","148092757","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1970","1970","hg/An","819","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1970","1970","tonnes","12129778","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1971","1971","Head","159122802","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1971","1971","hg/An","816","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1971","1971","tonnes","12982926","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1972","1972","Head","165796620","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1972","1972","hg/An","824","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1972","1972","tonnes","13658621","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1973","1973","Head","170135187","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1973","1973","hg/An","823","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1973","1973","tonnes","14009621","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1974","1974","Head","179325618","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1974","1974","hg/An","825","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1974","1974","tonnes","14788076","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1975","1975","Head","178644154","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1975","1975","hg/An","825","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1975","1975","tonnes","14741234","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1976","1976","Head","178751851","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1976","1976","hg/An","824","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1976","1976","tonnes","14736339","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1977","1977","Head","184710995","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1977","1977","hg/An","828","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1977","1977","tonnes","15292361","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1978","1978","Head","196601757","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1978","1978","hg/An","821","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1978","1978","tonnes","16144253","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1979","1979","Head","206269951","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1979","1979","hg/An","823","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1979","1979","tonnes","16980711","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5320","Producing Animals/Slaughtered","1035","Meat, pig","1980","1980","Head","211331355","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5417","Yield/Carcass Weight","1035","Meat, pig","1980","1980","hg/An","821","Fc","Calculated data",""
"QL","Livestock Primary","5706","European Union (28)","5510","Production","1035","Meat, pig","1980","1980","tonnes","17354566","A","Aggregate, may include official, semi-official, estimated or calculated data",""
